Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Sales,Discount,Profit
ORD02979,2024-02-12,CUST0008,USB-C Docking Station,Technology,East,1,149.99,0.0,54.99
ORD00024,2024-02-13,CUST0377,Whiteboard Markers,Office Supplies,West,2,22.98,0.0,13.98
ORD01014,2024-02-13,CUST0006,Surge Protector Power Strip,Electronics,South,2,46.78,0.1,21.78
ORD01482,2024-02-13,CUST0357,Dual Monitor Arm,Technology,West,2,179.98,0.0,75.98
ORD02341,2024-02-13,CUST0164,Document Folder Set,Office Supplies,North,1,16.99,0.0,9.99
ORD00702,2024-02-14,CUST0130,Laptop Stand,Technology,East,4,159.96,0.0,71.96
ORD01301,2024-02-14,CUST0103,HDMI Cable 4K (6ft),Electronics,North,7,89.19,0.15,55.59
ORD02471,2024-02-14,CUST0115,Permanent Sticky Notes,Office Supplies,North,2,9.79,0.3,5.39
ORD00033,2024-02-15,CUST0312,Laptop Stand,Technology,West,1,33.99,0.15,11.99
ORD00621,2024-02-15,CUST0150,Spiral Notebooks (3-Pack),Office Supplies,West,1,12.74,0.15,6.94
ORD00990,2024-02-15,CUST0152,A4 Printer Paper (Ream),Office Supplies,North,2,19.48,0.25,5.88
ORD01705,2024-02-15,CUST0122,Standing Desk Converter,Furniture,South,2,499.98,0.0,149.98
ORD02311,2024-02-15,CUST0008,Heavy-Duty Stapler,Office Supplies,South,1,13.99,0.3,5.49
ORD00695,2024-02-16,CUST0104,Permanent Sticky Notes,Office Supplies,West,2,13.98,0.0,9.58
ORD01186,2024-02-16,CUST0169,External SSD 1TB,Technology,South,1,101.99,0.15,26.99
ORD01771,2024-02-16,CUST0133,Noise-Canceling Headset,Technology,South,1,129.99,0.0,51.99
ORD01816,2024-02-16,CUST0009,Spiral Notebooks (3-Pack),Office Supplies,North,2,26.98,0.1,15.38
ORD01860,2024-02-16,CUST0020,Adjustable Footrest,Furniture,East,1,29.74,0.15,11.74
ORD02004,2024-02-16,CUST0060,Wireless Charging Pad,Electronics,North,3,71.98,0.2,28.48
ORD01279,2024-02-17,CUST0094,Laptop Stand,Technology,East,3,107.97,0.1,41.97
ORD01648,2024-02-17,CUST0073,Heavy-Duty Stapler,Office Supplies,North,4,75.96,0.05,41.96
ORD01948,2024-02-17,CUST0089,HDMI Cable 4K (6ft),Electronics,North,3,44.97,0.0,30.57
ORD02248,2024-02-17,CUST0241,Ballpoint Pens (Pack of 12),Office Supplies,South,3,26.97,0.0,17.37
ORD02306,2024-02-17,CUST0227,Standing Desk Converter,Furniture,East,1,237.49,0.05,62.49
ORD02324,2024-02-17,CUST0183,HDMI Cable 4K (6ft),Electronics,South,1,11.99,0.2,7.19
ORD02813,2024-02-17,CUST0016,Standing Desk Converter,Furniture,South,1,212.49,0.15,37.49
ORD00563,2024-02-18,CUST0006,External SSD 1TB,Technology,East,1,119.99,0.0,44.99
ORD00627,2024-02-18,CUST0133,USB-C Docking Station,Technology,East,2,284.98,0.05,94.98
ORD01158,2024-02-18,CUST0227,Ballpoint Pens (Pack of 12),Office Supplies,South,1,7.64,0.15,4.44
ORD02171,2024-02-18,CUST0221,USB-C Docking Station,Technology,North,1,127.49,0.15,32.49
ORD00077,2024-02-19,CUST0205,Surge Protector Power Strip,Electronics,West,2,41.58,0.2,16.58
ORD00362,2024-02-19,CUST0158,HD Webcam 1080p,Technology,South,1,53.99,0.1,21.99
ORD02089,2024-02-19,CUST0220,Whiteboard Markers,Office Supplies,North,5,57.45,0.0,34.95
ORD02235,2024-02-19,CUST0061,USB-C Docking Station,Technology,North,1,149.99,0.0,54.99
ORD02948,2024-02-19,CUST0376,Spiral Notebooks (3-Pack),Office Supplies,East,2,29.98,0.0,18.38
ORD02971,2024-02-19,CUST0078,Laptop Stand,Technology,North,2,79.98,0.0,35.98
ORD02858,2024-02-20,CUST0008,Whiteboard Markers,Office Supplies,South,1,11.49,0.0,6.99
ORD00028,2024-02-21,CUST0019,USB-C Docking Station,Technology,South,2,239.98,0.2,49.98
ORD00050,2024-02-21,CUST0362,A4 Printer Paper (Ream),Office Supplies,West,8,88.33,0.15,33.93
ORD00093,2024-02-21,CUST0098,Spiral Notebooks (3-Pack),Office Supplies,South,3,44.97,0.0,27.57
ORD00970,2024-02-21,CUST0309,Heavy-Duty Stapler,Office Supplies,South,4,67.97,0.15,33.97
ORD01854,2024-02-21,CUST0012,Spiral Notebooks (3-Pack),Office Supplies,East,5,52.46,0.3,23.46
ORD02803,2024-02-21,CUST0139,Permanent Sticky Notes,Office Supplies,South,3,20.97,0.0,14.37
ORD02288,2024-02-22,CUST0154,Mechanical Keyboard,Technology,South,2,159.98,0.0,67.98
ORD02653,2024-02-22,CUST0012,Dual Monitor Arm,Technology,West,3,242.97,0.1,86.97
ORD02812,2024-02-22,CUST0311,Dual Monitor Arm,Technology,East,5,337.46,0.25,77.46
ORD00060,2024-02-23,CUST0047,Permanent Sticky Notes,Office Supplies,North,2,10.48,0.25,6.08
ORD00351,2024-02-23,CUST0179,Dual Monitor Arm,Technology,North,3,242.97,0.1,86.97
ORD01753,2024-02-23,CUST0054,HDMI Cable 4K (6ft),Electronics,West,1,13.49,0.1,8.69
ORD01908,2024-02-23,CUST0060,Filing Cabinet,Furniture,North,1,143.99,0.1,31.99
ORD02868,2024-02-23,CUST0047,Ballpoint Pens (Pack of 12),Office Supplies,East,2,15.28,0.15,8.88
ORD02980,2024-02-23,CUST0001,Mechanical Keyboard,Technology,North,1,79.99,0.0,33.99
ORD00540,2024-02-24,CUST0007,A4 Printer Paper (Ream),Office Supplies,North,5,64.95,0.0,30.95
ORD00126,2024-02-25,CUST0002,Spiral Notebooks (3-Pack),Office Supplies,West,2,20.99,0.3,9.39
ORD01710,2024-02-25,CUST0018,External SSD 1TB,Technology,North,3,251.98,0.3,26.98
ORD01904,2024-02-25,CUST0198,A4 Printer Paper (Ream),Office Supplies,West,1,11.69,0.1,4.89
ORD02494,2024-02-25,CUST0003,Ballpoint Pens (Pack of 12),Office Supplies,North,4,26.97,0.25,14.17
ORD02787,2024-02-25,CUST0023,Dual Monitor Arm,Technology,South,3,256.47,0.05,100.47
ORD02830,2024-02-25,CUST0088,Filing Cabinet,Furniture,East,3,479.97,0.0,143.97
ORD00134,2024-02-26,CUST0129,A4 Printer Paper (Ream),Office Supplies,North,3,38.97,0.0,18.57
ORD01173,2024-02-26,CUST0375,Ballpoint Pens (Pack of 12),Office Supplies,North,1,7.64,0.15,4.44
ORD01214,2024-02-26,CUST0221,Bluetooth Speaker,Electronics,North,2,84.98,0.15,28.98
ORD02096,2023-03-21,CUST0143,Desk Organizer Mesh,Furniture,East,1,17.49,0.3,5.99
ORD01359,2024-02-26,CUST0204,Adjustable Footrest,Furniture,East,1,34.99,0.0,16.99
ORD00051,2024-02-27,CUST0001,Ballpoint Pens (Pack of 12),Office Supplies,West,2,16.18,0.1,9.78
ORD00818,2024-02-27,CUST0231,USB-C Docking Station,Technology,East,1,142.49,0.05,47.49
ORD00768,2024-02-28,CUST0329,Mechanical Keyboard,Technology,South,3,239.97,0.0,101.97
ORD01856,2024-02-28,CUST0209,A4 Printer Paper (Ream),Office Supplies,West,4,36.37,0.3,9.17
ORD02373,2024-02-28,CUST0013,Dual Monitor Arm,Technology,West,9,728.92,0.1,260.92
ORD02614,2024-02-28,CUST0106,External SSD 1TB,Technology,West,1,119.99,0.0,44.99
ORD02763,2024-02-28,CUST0322,Mechanical Keyboard,Technology,South,4,319.96,0.0,135.96
ORD01051,2024-02-29,CUST0056,A4 Printer Paper (Ream),Office Supplies,East,2,22.08,0.15,8.48
ORD01195,2024-02-29,CUST0166,Ergonomic Office Chair,Furniture,North,3,599.97,0.0,185.97
ORD02445,2024-02-29,CUST0063,Ballpoint Pens (Pack of 12),Office Supplies,North,6,40.45,0.25,21.25
ORD00290,2024-03-01,CUST0193,Portable Power Bank 20000mAh,Electronics,West,4,135.97,0.15,49.97
ORD00404,2024-03-01,CUST0075,Adjustable Footrest,Furniture,East,3,104.97,0.0,50.97
ORD01170,2024-03-01,CUST0029,Wireless Laser Presenter,Electronics,South,2,41.38,0.1,22.38
ORD01184,2024-03-01,CUST0107,Wireless Charging Pad,Electronics,East,1,29.99,0.0,15.49
ORD02161,2024-03-01,CUST0219,Dual Monitor Arm,Technology,West,1,76.49,0.15,24.49
ORD02263,2024-03-01,CUST0322,Wireless Laser Presenter,Electronics,North,2,39.08,0.15,20.08
ORD02668,2024-03-01,CUST0258,Bookshelf 4-Tier,Furniture,West,1,101.99,0.15,19.99
ORD01039,2024-03-02,CUST0268,Spiral Notebooks (3-Pack),Office Supplies,South,2,20.99,0.3,9.39
ORD01484,2024-03-02,CUST0124,Ergonomic Office Chair,Furniture,South,6,1139.94,0.05,311.94
ORD00183,2024-03-03,CUST0038,Bookshelf 4-Tier,Furniture,North,7,797.93,0.05,223.93
ORD00550,2024-03-03,CUST0179,Portable Power Bank 20000mAh,Electronics,South,5,169.96,0.15,62.46
ORD01686,2024-03-03,CUST0001,Adjustable Footrest,Furniture,North,1,31.49,0.1,13.49
ORD02289,2024-03-03,CUST0361,USB-C Docking Station,Technology,North,1,142.49,0.05,47.49
ORD00866,2024-03-04,CUST0016,Bookshelf 4-Tier,Furniture,East,4,431.96,0.1,103.96
ORD01165,2024-03-04,CUST0094,Noise-Canceling Headset,Technology,North,5,649.95,0.0,259.95
ORD01350,2024-03-04,CUST0122,Whiteboard Markers, Furniture,East,4,45.96,0.0,27.96
ORD02104,2024-03-04,CUST0130,Lumbar Support Cushion,Furniture,West,2,56.98,0.05,28.98
ORD02126,2024-03-04,CUST0252,Noise-Canceling Headset,Technology,South,1,129.99,0.0,51.99
ORD02498,2024-03-04,CUST0050,Ergonomic Office Chair,Furniture,South,1,179.99,0.1,41.99
ORD00437,2024-03-05,CUST0020,Portable Power Bank 20000mAh,Electronics,North,10,379.91,0.05,164.91
ORD00456,2024-03-05,CUST0358,HDMI Cable 4K (6ft),Electronics,West,2,29.98,0.0,20.38
ORD00642,2024-03-05,CUST0193,Lumbar Support Cushion,Furniture,South,2,56.98,0.05,28.98
ORD00749,2024-03-05,CUST0042,Whiteboard Markers,Office Supplies,South,1,9.19,0.2,4.69
ORD01645,2024-03-05,CUST0269,USB-C Docking Station,Technology,East,1,149.99,0.0,54.99
ORD02113,2024-03-05,CUST0129,Standing Desk Converter,Furniture,North,2,399.98,0.2,49.98
ORD02245,2024-03-05,CUST0223,HD Webcam 1080p,Technology,East,2,119.98,0.0,55.98
ORD02929,2024-03-05,CUST0007,Permanent Sticky Notes,Office Supplies,North,1,6.99,0.0,4.79
ORD02985,2024-03-05,CUST0371,Wireless Charging Pad,Electronics,South,8,239.92,0.0,123.92
ORD02944,2024-03-06,CUST0163,Ergonomic Office Chair,Furniture,North,1,199.99,0.0,61.99
ORD00080,2024-03-07,CUST0030,Laptop Stand,Technology,East,1,29.99,0.25,7.99
ORD00159,2024-03-07,CUST0113,Whiteboard Markers,Office Supplies,South,2,21.83,0.05,12.83
ORD01968,2024-03-07,CUST0005,Standing Desk Converter,Furniture,South,2,499.98,0.0,149.98
ORD02613,2024-03-07,CUST0272,External SSD 1TB,Technology,North,4,455.96,0.05,155.96
ORD00982,2024-03-08,CUST0296,Surge Protector Power Strip,Electronics,East,2,51.98,0.0,26.98
ORD01062,2024-03-08,CUST0371,Laptop Stand,Technology,West,1,37.99,0.05,15.99
ORD01290,2024-03-08,CUST0101,Laptop Stand,Technology,South,3,101.97,0.15,35.97
ORD01691,2024-03-08,CUST0068,HD Webcam 1080p,Technology,North,3,143.98,0.2,47.98
ORD02133,2024-03-08,CUST0171,Portable Power Bank 20000mAh,Electronics,West,1,31.99,0.2,10.49
ORD02805,2024-03-08,CUST0071,Spiral Notebooks (3-Pack),Office Supplies,North,1,14.99,0.0,9.19
ORD02846,2024-03-08,CUST0126,Wireless Charging Pad,Electronics,North,6,179.94,0.0,92.94
ORD01093,2024-03-09,CUST0353,Heavy-Duty Stapler,Office Supplies,North,2,33.98,0.15,16.98
ORD01241,2024-03-09,CUST0045,Adjustable Footrest,Furniture,West,1,31.49,0.1,13.49
ORD02424,2024-03-09,CUST0306,Ergonomic Office Chair,Furniture,South,2,339.98,0.15,63.98
ORD02461,2024-03-09,CUST0126,Whiteboard Markers,Office Supplies,East,2,17.23,0.25,8.23
ORD01365,2024-03-10,CUST0019,Laptop Stand,Technology,South,4,159.96,0.0,71.96
ORD02416,2024-03-10,CUST0334,Permanent Sticky Notes,Office Supplies,South,1,5.59,0.2,3.39
ORD00923,2024-03-11,CUST0188,Heavy-Duty Stapler,Office Supplies,North,2,39.98,0.0,22.98
ORD01145,2024-03-11,CUST0303,Document Folder Set,Office Supplies,South,2,33.98,0.0,19.98
ORD01500,2024-03-11,CUST0012,Ergonomic Office Chair,Furniture,East,1,199.99,0.0,61.99
ORD01595,2024-03-11,CUST0008,Bookshelf 4-Tier,Furniture,East,1,119.99,0.0,37.99
ORD01685,2024-03-11,CUST0050,Lumbar Support Cushion,Furniture,North,1,29.99,0.0,15.99
ORD02527,2024-03-11,CUST0372,Document Folder Set,Office Supplies,North,5,76.45,0.1,41.45
ORD02848,2024-03-11,CUST0230,Noise-Canceling Headset,Technology,North,3,389.97,0.0,155.97
ORD01147,2024-03-12,CUST0085,Bookshelf 4-Tier,Furniture,West,1,119.99,0.0,37.99
ORD01628,2024-03-12,CUST0137,Desk Organizer Mesh,Furniture,West,6,142.44,0.05,73.44
ORD02189,2024-03-12,CUST0230,Lumbar Support Cushion,Furniture,East,2,59.98,0.0,31.98
ORD02712,2024-03-12,CUST0099,Ergonomic Office Chair,Furniture,West,9,1799.91,0.0,557.91
ORD00830,2024-03-13,CUST0188,Document Folder Set,Office Supplies,South,1,16.99,0.0,9.99
ORD01213,2024-03-13,CUST0030,Desk Organizer Mesh,Furniture,East,2,49.98,0.0,26.98
ORD02757,2024-03-13,CUST0012,Desk Organizer Mesh,Furniture,South,4,99.96,0.0,53.96
ORD01391,2024-03-14,CUST0051,A4 Printer Paper (Ream),Office Supplies,North,7,86.38,0.05,38.78
ORD00397,2024-03-15,CUST0044,Dual Monitor Arm,Technology,East,1,80.99,0.1,28.99
ORD00506,2024-03-15,CUST0356,Ergonomic Office Chair,Furniture,East,3,449.98,0.25,35.98
ORD01303,2024-03-15,CUST0363,Whiteboard Markers,Office Supplies,East,1,11.49,0.0,6.99
ORD01304,2024-03-15,CUST0029,Mechanical Keyboard,Technology,North,1,79.99,0.0,33.99
ORD00062,2024-03-16,CUST0240,Ballpoint Pens (Pack of 12),Office Supplies,South,2,17.98,0.0,11.58
ORD00178,2024-03-16,CUST0008,Permanent Sticky Notes,Office Supplies,East,3,20.97,0.0,14.37
ORD01944,2024-03-16,CUST0005,Spiral Notebooks (3-Pack),Office Supplies,South,8,107.93,0.1,61.53
ORD02031,2024-03-16,CUST0001,Spiral Notebooks (3-Pack),Office Supplies,South,2,29.98,0.0,18.38
ORD00256,2024-03-17,CUST0011,Dual Monitor Arm,Technology,West,2,179.98,0.0,75.98
ORD01217,2024-03-17,CUST0015,Adjustable Footrest,Furniture,North,2,66.48,0.05,30.48
ORD01769,2024-03-17,CUST0259,Adjustable Footrest,Furniture,North,1,34.99,0.0,16.99
ORD02553,2024-03-17,CUST0298,Ballpoint Pens (Pack of 12),Office Supplies,South,7,59.78,0.05,37.38
ORD02930,2024-03-17,CUST0007,Ergonomic Office Chair,Furniture,South,1,199.99,0.0,61.99
ORD02157,2024-03-18,CUST0007,Document Folder Set,Office Supplies,South,1,15.29,0.1,8.29
ORD01692,2024-03-19,CUST0355,Permanent Sticky Notes,Office Supplies,South,1,6.64,0.05,4.44
ORD01927,2024-03-19,CUST0050,Noise-Canceling Headset,Technology,East,3,389.97,0.0,155.97
ORD02739,2024-03-19,CUST0277,Ergonomic Office Chair,Furniture,North,3,569.97,0.05,155.97
ORD00407,2024-03-20,CUST0008,Heavy-Duty Stapler,Office Supplies,South,3,50.97,0.15,25.47
ORD01018,2024-03-20,CUST0158,Mechanical Keyboard,Technology,South,2,159.98,0.0,67.98
ORD01273,2024-03-20,CUST0062,Surge Protector Power Strip,Electronics,North,1,25.99,0.0,13.49
ORD00424,2024-03-21,CUST0173,Dual Monitor Arm,Technology,South,1,76.49,0.15,24.49
ORD00570,2024-03-21,CUST0166,Wireless Laser Presenter,Electronics,East,1,20.69,0.1,11.19
ORD00620,2024-03-21,CUST0006,Dual Monitor Arm,Technology,North,1,89.99,0.0,37.99
ORD00792,2024-03-21,CUST0130,Adjustable Footrest,Furniture,North,3,104.97,0.0,50.97
ORD00801,2024-03-21,CUST0120,Whiteboard Markers,Office Supplies,North,2,19.53,0.15,10.53
ORD02825,2024-03-21,CUST0157,USB-C Docking Station,Technology,East,5,712.45,0.05,237.45
ORD01208,2024-03-22,CUST0350,Document Folder Set,Office Supplies,East,2,32.28,0.05,18.28
ORD01483,2024-03-22,CUST0182,Desk Organizer Mesh,Furniture,North,4,99.96,0.0,53.96
ORD01574,2024-03-22,CUST0038,Standing Desk Converter,Furniture,East,3,712.47,0.05,187.47
ORD02074,2024-03-22,CUST0205,Bluetooth Speaker,Electronics,South,1,49.99,0.0,21.99
ORD02339,2024-03-22,CUST0105,A4 Printer Paper (Ream),Office Supplies,West,1,12.34,0.05,5.54
ORD02800,2024-03-22,CUST0253,External SSD 1TB,Technology,North,1,119.99,0.0,44.99
ORD01238,2024-03-23,CUST0253,Laptop Stand,Technology,South,1,39.99,0.0,17.99
ORD02059,2024-03-23,CUST0064,External SSD 1TB,Technology,North,4,335.97,0.3,35.97
ORD00204,2024-03-24,CUST0002,Adjustable Footrest,Furniture,North,2,69.98,0.0,33.98
ORD00230,2024-03-24,CUST0002,Noise-Canceling Headset,Technology,East,2,194.99,0.25,38.99
ORD00575,2024-03-24,CUST0062,Bluetooth Speaker,Electronics,South,2,99.98,0.0,43.98
ORD00936,2024-03-24,CUST0111,Heavy-Duty Stapler,Office Supplies,North,2,37.98,0.05,20.98
ORD01046,2024-03-24,CUST0248,Bluetooth Speaker,Electronics,West,4,179.96,0.1,67.96
ORD01818,2024-03-24,CUST0040,HD Webcam 1080p,Technology,East,1,47.99,0.2,15.99
ORD01850,2024-03-24,CUST0101,Standing Desk Converter,Furniture,North,2,449.98,0.1,99.98
ORD02191,2024-03-24,CUST0314,External SSD 1TB,Technology,East,2,167.99,0.3,17.99
ORD02543,2024-03-24,CUST0269,Adjustable Footrest,Furniture,North,2,55.98,0.2,19.98
ORD02596,2024-03-24,CUST0036,HDMI Cable 4K (6ft),Electronics,North,2,29.98,0.0,20.38
ORD02713,2024-03-24,CUST0168,Heavy-Duty Stapler,Office Supplies,South,1,18.99,0.05,10.49
ORD00737,2024-03-25,CUST0289,Bookshelf 4-Tier,Furniture,West,5,599.95,0.0,189.95
ORD02678,2024-03-25,CUST0333,Dual Monitor Arm,Technology,South,2,125.99,0.3,21.99
ORD00128,2024-03-26,CUST0007,Bluetooth Speaker,Electronics,East,2,89.98,0.1,33.98
ORD00395,2024-03-26,CUST0054,HD Webcam 1080p,Technology,North,2,107.98,0.1,43.98
ORD02436,2024-03-26,CUST0325,HDMI Cable 4K (6ft),Electronics,South,1,14.99,0.0,10.19
ORD02457,2024-03-26,CUST0361,Ergonomic Office Chair,Furniture,East,1,199.99,0.0,61.99
ORD00388,2024-03-27,CUST0087,HDMI Cable 4K (6ft),Electronics,North,3,44.97,0.0,30.57
ORD00892,2024-03-27,CUST0032,Mechanical Keyboard,Technology,East,3,167.98,0.3,29.98
ORD01865,2024-03-27,CUST0196,Surge Protector Power Strip,Electronics,East,4,103.96,0.0,53.96
ORD02305,2024-03-27,CUST0082,Standing Desk Converter,Furniture,North,7,1399.94,0.2,174.94
ORD02724,2024-03-27,CUST0005,Portable Power Bank 20000mAh,Electronics,East,1,35.99,0.1,14.49
ORD02364,2024-03-28,CUST0036,Surge Protector Power Strip,Electronics,East,1,25.99,0.0,13.49
ORD00480,2024-03-29,CUST0233,Adjustable Footrest,Furniture,South,3,104.97,0.0,50.97
ORD00673,2024-03-29,CUST0029,Surge Protector Power Strip,Electronics,South,4,98.76,0.05,48.76
ORD00903,2024-03-29,CUST0038,HDMI Cable 4K (6ft),Electronics,East,2,25.48,0.15,15.88
ORD01747,2024-03-29,CUST0051,Document Folder Set,Office Supplies,North,4,57.77,0.15,29.77
ORD01939,2024-03-29,CUST0018,External SSD 1TB,Technology,West,1,95.99,0.2,20.99
ORD02068,2024-03-29,CUST0013,Portable Power Bank 20000mAh,Electronics,East,1,33.99,0.15,12.49
ORD01194,2024-03-30,CUST0213,Bookshelf 4-Tier,Furniture,South,4,479.96,0.0,151.96
ORD01969,2024-03-30,CUST0224,Dual Monitor Arm,Technology,South,1,80.99,0.1,28.99
ORD02585,2024-03-30,CUST0329,Whiteboard Markers,Office Supplies,South,3,34.47,0.0,20.97
ORD02615,2024-03-30,CUST0024,Laptop Stand,Technology,South,3,89.98,0.25,23.98
ORD00659,2024-03-31,CUST0011,Portable Power Bank 20000mAh,Electronics,North,2,71.98,0.1,28.98
ORD02454,2024-03-31,CUST0354,Permanent Sticky Notes,Office Supplies,East,2,13.98,0.0,9.58
ORD02590,2024-03-31,CUST0183,HD Webcam 1080p,Technology,North,3,179.97,0.0,83.97
ORD02888,2024-03-31,CUST0091,Dual Monitor Arm,Technology,North,5,359.96,0.2,99.96
ORD00902,2024-04-01,CUST0294,HD Webcam 1080p,Technology,West,3,179.97,0.0,83.97
ORD02943,2024-04-01,CUST0247,Standing Desk Converter,Furniture,South,1,224.99,0.1,49.99
ORD00650,2024-04-02,CUST0304,Bookshelf 4-Tier,Furniture,South,7,671.94,0.2,97.94
ORD01347,2024-04-02,CUST0204,Whiteboard Markers,Office Supplies,West,1,11.49,0.0,6.99
ORD01736,2024-04-02,CUST0129,Dual Monitor Arm,Technology,West,1,67.49,0.25,15.49
ORD02184,2024-04-02,CUST0012,Document Folder Set,Office Supplies,North,2,23.79,0.3,9.79
ORD02434,2024-04-02,CUST0076,Bookshelf 4-Tier,Furniture,East,1,113.99,0.05,31.99
ORD02665,2024-04-02,CUST0017,Surge Protector Power Strip,Electronics,North,5,129.95,0.0,67.45
ORD02328,2024-04-03,CUST0336,Whiteboard Markers,Office Supplies,East,3,32.75,0.05,19.25
ORD02358,2024-04-03,CUST0280,Mechanical Keyboard,Technology,South,5,359.95,0.1,129.95
ORD00205,2024-04-04,CUST0026,Noise-Canceling Headset,Technology,West,6,779.94,0.0,311.94
ORD00213,2024-04-04,CUST0151,Bluetooth Speaker,Electronics,North,4,189.96,0.05,77.96
ORD00471,2024-04-04,CUST0016,Surge Protector Power Strip,Electronics,West,1,25.99,0.0,13.49
ORD01112,2024-04-04,CUST0044,Bookshelf 4-Tier,Furniture,North,2,239.98,0.0,75.98
ORD01886,2024-04-04,CUST0010,Heavy-Duty Stapler,Office Supplies,East,1,15.99,0.2,7.49
ORD02128,2024-04-04,CUST0010,Ballpoint Pens (Pack of 12),Office Supplies,West,3,25.62,0.05,16.02
ORD02842,2024-04-04,CUST0130,Whiteboard Markers,Office Supplies,West,6,62.05,0.1,35.05
ORD00716,2024-04-05,CUST0092,Adjustable Footrest,Furniture,East,1,33.24,0.05,15.24
ORD00843,2024-04-05,CUST0356,Dual Monitor Arm,Technology,North,4,359.96,0.0,151.96
ORD01708,2024-04-05,CUST0014,HDMI Cable 4K (6ft),Electronics,South,2,29.98,0.0,20.38
ORD02323,2024-04-05,CUST0352,Noise-Canceling Headset,Technology,East,2,233.98,0.1,77.98
ORD00210,2024-04-06,CUST0301,HDMI Cable 4K (6ft),Electronics,North,2,29.98,0.0,20.38
ORD00370,2024-04-06,CUST0153,Bluetooth Speaker,Electronics,East,1,49.99,0.0,21.99
ORD00995,2024-04-06,CUST0316,Adjustable Footrest,Furniture,East,1,33.24,0.05,15.24
ORD01681,2024-04-06,CUST0103,Spiral Notebooks (3-Pack),Office Supplies,South,2,29.98,0.0,18.38
ORD00160,2024-04-07,CUST0104,Bluetooth Speaker,Electronics,East,6,269.95,0.1,101.95
ORD02026,2024-04-07,CUST0039,Dual Monitor Arm,Technology,East,2,161.98,0.1,57.98
ORD00430,2024-04-08,CUST0125,Heavy-Duty Stapler,Office Supplies,South,4,79.96,0.0,45.96
ORD00698,2024-04-08,CUST0083,Adjustable Footrest,Furniture,North,1,34.99,0.0,16.99
ORD02016,2024-04-08,CUST0345,Bookshelf 4-Tier,Furniture,East,1,113.99,0.05,31.99
ORD02160,2024-04-08,CUST0018,Heavy-Duty Stapler,Office Supplies,West,6,107.95,0.1,56.95
ORD02468,2024-04-08,CUST0107,USB-C Docking Station,Technology,North,2,299.98,0.0,109.98
ORD02567,2024-04-08,CUST0027,USB-C Docking Station,Technology,North,7,997.43,0.05,332.43
ORD02669,2024-04-08,CUST0129,Noise-Canceling Headset,Technology,South,1,103.99,0.2,25.99
ORD00860,2024-04-09,CUST0002,Permanent Sticky Notes,Office Supplies,North,4,26.56,0.05,17.76
ORD00961,2024-04-09,CUST0178,Heavy-Duty Stapler,Office Supplies,East,2,39.98,0.0,22.98
ORD01569,2024-04-09,CUST0001,Dual Monitor Arm,Technology,West,3,256.47,0.05,100.47
ORD02303,2024-04-09,CUST0070,HD Webcam 1080p,Technology,East,5,224.96,0.25,64.96
ORD02649,2024-04-09,CUST0018,HDMI Cable 4K (6ft),Electronics,North,5,74.95,0.0,50.95
ORD02659,2024-04-09,CUST0068,Spiral Notebooks (3-Pack),Office Supplies,West,1,12.74,0.15,6.94
ORD02914,2024-04-09,CUST0033,HD Webcam 1080p,Technology,West,4,179.97,0.25,51.97
ORD00034,2024-04-10,CUST0037,Spiral Notebooks (3-Pack),Office Supplies,West,2,26.98,0.1,15.38
ORD00154,2024-04-10,CUST0006,HD Webcam 1080p,Technology,East,1,50.99,0.15,18.99
ORD00595,2024-04-10,CUST0299,HD Webcam 1080p,Technology,South,3,170.97,0.05,74.97
ORD00745,2024-04-10,CUST0006,Adjustable Footrest,Furniture,West,4,125.96,0.1,53.96
ORD01067,2024-04-10,CUST0007,Document Folder Set,Office Supplies,South,1,16.99,0.0,9.99
ORD01361,2024-04-10,CUST0124,Portable Power Bank 20000mAh,Electronics,East,3,119.97,0.0,55.47
ORD02552,2024-04-10,CUST0309,Mechanical Keyboard,Technology,North,1,79.99,0.0,33.99
ORD00125,2024-04-11,CUST0333,Wireless Laser Presenter,Electronics,North,2,36.78,0.2,17.78
ORD00890,2024-04-11,CUST0349,A4 Printer Paper (Ream),Office Supplies,East,1,9.09,0.3,2.29
ORD01400,2024-04-11,CUST0072,Lumbar Support Cushion,Furniture,East,2,50.98,0.15,22.98
ORD02379,2024-04-11,CUST0016,Dual Monitor Arm,Technology,East,1,76.49,0.15,24.49
ORD00524,2024-04-12,CUST0034,Lumbar Support Cushion,Furniture,South,2,47.98,0.2,19.98
ORD01169,2024-04-12,CUST0052,Wireless Charging Pad,Electronics,South,4,101.97,0.15,43.97
ORD01743,2024-04-12,CUST0375,USB-C Docking Station,Technology,East,2,299.98,0.0,109.98
ORD02284,2024-04-12,CUST0006,A4 Printer Paper (Ream),Office Supplies,East,2,25.98,0.0,12.38
ORD02616,2024-04-12,CUST0049,Portable Power Bank 20000mAh,Electronics,East,9,341.91,0.05,148.41
ORD00040,2024-04-13,CUST0044,Heavy-Duty Stapler,Office Supplies,North,3,56.97,0.05,31.47
ORD00345,2024-04-13,CUST0007,Filing Cabinet,Furniture,South,3,407.97,0.15,71.97
ORD00503,2024-04-13,CUST0012,Surge Protector Power Strip,Electronics,West,2,46.78,0.1,21.78
ORD00722,2024-04-13,CUST0127,Heavy-Duty Stapler,Office Supplies,North,2,39.98,0.0,22.98
