Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Sales,Discount,Profit
ORD02798,12/2/2023,CUST0352,Ballpoint Pens (Pack of 12),Office Supplies,West,2,17.98,0,11.58
ORD02895,12/2/2023,CUST0011,USB-C Docking Station,Technology,North,1,149.99,0,54.99
ORD00130,12/3/2023,CUST0284,Bookshelf 4-Tier,Furniture,East,5,569.95,0.05,159.95
ORD02148,12/3/2023,CUST0342,External SSD 1TB,Technology,West,3,359.97,0,134.97
ORD02519,12/3/2023,CUST0019,Lumbar Support Cushion,Furniture,West,1,28.49,0.05,14.49
ORD02882,12/3/2023,CUST0114,Wireless Charging Pad,Electronics,West,4,101.97,0.15,43.97
ORD00115,12/4/2023,CUST0101,Whiteboard Markers,Office Supplies,West,2,21.83,0.05,12.83
ORD00346,12/4/2023,CUST0078,Wireless Laser Presenter,Electronics,West,1,22.99,0,13.49
ORD01735,12/4/2023,CUST0034,Wireless Laser Presenter,Electronics,East,1,19.54,0.15,10.04
ORD00311,12/5/2023,CUST0326,Bluetooth Speaker,Electronics,East,4,199.96,0,87.96
ORD01225,12/5/2023,CUST0001,HDMI Cable 4K (6ft),Electronics,East,5,74.95,0,50.95
ORD01624,12/5/2023,CUST0203,Surge Protector Power Strip,Electronics, North,3,74.07,0.05,36.57
ORD02102,12/5/2023,CUST0081,Ballpoint Pens (Pack of 12),Office Supplies,North,4,35.96,0,23.16
ORD02108,12/5/2023,CUST0047,HD Webcam 1080p,Technology,West,2,107.98,0.1,43.98
ORD02207,12/5/2023,CUST0104,Mechanical Keyboard,Technology,South,2,159.98,0,67.98
ORD00478,12/6/2023,CUST0003,Bookshelf 4-Tier,Furniture,West,1,101.99,0.15,19.99
ORD01299,12/6/2023,CUST0014,USB-C Docking Station,Technology,West,9,1349.91,0,494.91
ORD01339,12/6/2023,CUST0028,Ballpoint Pens (Pack of 12),Office Supplies,East,1,7.64,0.15,4.44
ORD01474,12/6/2023,CUST0073,Wireless Charging Pad,Electronics,North,2,53.98,0.1,24.98
ORD02629,12/6/2023,CUST0043,Laptop Stand,Technology,West,1,35.99,0.1,13.99
ORD00220,12/7/2023,CUST0054,Adjustable Footrest,Furniture,North,4,132.96,0.05,60.96
ORD00876,12/7/2023,CUST0040,Spiral Notebooks (3-Pack),Office Supplies,West,2,25.48,0.15,13.88
ORD01246,12/8/2023,CUST0201,Surge Protector Power Strip,Electronics,East,1,20.79,0.2,8.29
ORD01457,12/8/2023,CUST0034,HD Webcam 1080p,Technology,South,6,359.94,0,167.94
ORD02262,12/8/2023,CUST0194,Dual Monitor Arm,Technology,West,2,134.98,0.25,30.98
ORD02435,12/8/2023,CUST0178,Surge Protector Power Strip,Electronics,East,1,22.09,0.15,9.59
ORD01115,12/9/2023,CUST0029,Bookshelf 4-Tier,Furniture,West,4,455.96,0.05,127.96
ORD02261,12/9/2023,CUST0008,Mechanical Keyboard,Technology,East,1,71.99,0.1,25.99
ORD01468,12/10/2023,CUST0211,Wireless Charging Pad,Electronics,East,1,28.49,0.05,13.99
ORD01586,12/10/2023,CUST0158,Document Folder Set,Office Supplies,North,3,40.78,0.2,19.78
ORD00005,12/11/2023,CUST0062,Bookshelf 4-Tier,Furniture,East,4,431.96,0.1,103.96
ORD02753,12/11/2023,CUST0222,A4 Printer Paper (Ream),Office Supplies,North,2,25.98,0,12.38
ORD02859,12/11/2023,CUST0114,Ballpoint Pens (Pack of 12),Office Supplies,South,1,8.99,0,5.79
ORD02964,12/11/2023,CUST0372,Portable Power Bank 20000mAh,Electronics,South,10,399.9,0,184.9
ORD01440,12/12/2023,CUST0004,Noise-Canceling Headset,Technology,South,1,129.99,0,51.99
ORD01616,12/12/2023,CUST0002,Permanent Sticky Notes,Office Supplies,South,1,6.29,0.1,4.09
ORD02022,12/12/2023,CUST0369,Dual Monitor Arm,Technology,East,3,256.47,0.05,100.47
ORD01054,12/13/2023,CUST0367,Laptop Stand,Technology,South,1,31.99,0.2,9.99
ORD01338,12/13/2023,CUST0005,Noise-Canceling Headset,Technology,East,2,259.98,0,103.98
ORD01975,12/13/2023,CUST0052,USB-C Docking Station,Technology,East,2,269.98,0.1,79.98
ORD00259,12/14/2023,CUST0058,Mechanical Keyboard,Technology,East,2,159.98,0,67.98
ORD01064,12/14/2023,CUST0251,Portable Power Bank 20000mAh,Electronics,East,6,215.95,0.1,86.95
ORD00628,12/15/2023,CUST0250,Portable Power Bank 20000mAh,Electronics,West,2,71.98,0.1,28.98
ORD01515,12/15/2023,CUST0208,Wireless Laser Presenter,Electronics,East,1,22.99,0,13.49
ORD02163,12/15/2023,CUST0255,Spiral Notebooks (3-Pack),Office Supplies,South,1,12.74,0.15,6.94
ORD01374,12/16/2023,CUST0010,Desk Organizer Mesh,Furniture,West,2,39.98,0.2,16.98
ORD01819,12/16/2023,CUST0344,Noise-Canceling Headset,Technology,West,1,123.49,0.05,45.49
ORD02664,12/16/2023,CUST0068,Noise-Canceling Headset,Technology,West,2,259.98,0,103.98
ORD02107,12/17/2023,CUST0366,Wireless Charging Pad,Electronics,East,2,47.98,0.2,18.98
ORD02344,12/17/2023,CUST0033,Mechanical Keyboard,Technology,South,2,159.98,0,67.98
ORD00652,12/18/2023,CUST0045,Bookshelf 4-Tier,Furniture,East,2,191.98,0.2,27.98
ORD01224,12/18/2023,CUST0258,Wireless Laser Presenter,Electronics,South,3,48.28,0.3,19.78
ORD01859,12/18/2023,CUST0043,USB-C Docking Station,Technology,West,2,299.98,0,109.98
ORD02017,12/18/2023,CUST0022,Desk Organizer Mesh,Furniture,West,3,71.22,0.05,36.72
ORD00508,12/19/2023,CUST0007,Ballpoint Pens (Pack of 12),Office Supplies,North,4,35.96,0,23.16
ORD00798,12/19/2023,CUST0136,Permanent Sticky Notes,Office Supplies,South,1,6.99,0,4.79
ORD02292,12/19/2023,CUST0302,External SSD 1TB,Technology,West,2,239.98,0,89.98
ORD02621,12/19/2023,CUST0025,Heavy-Duty Stapler,Office Supplies,North,2,29.98,0.25,12.98
ORD00819,12/20/2023,CUST0032,Bluetooth Speaker,Electronics,North,2,99.98,0,43.98
ORD02314,12/20/2023,CUST0019,Adjustable Footrest,Furniture,East,1,33.24,0.05,15.24
ORD02946,12/20/2023,CUST0056,Heavy-Duty Stapler,Office Supplies,South,1,19.99,0,11.49
ORD00335,12/21/2023,CUST0080,Wireless Charging Pad,Electronics,East,3,85.47,0.05,41.97
ORD01441,12/21/2023,CUST0125,Desk Organizer Mesh,Furniture,North,1,17.49,0.3,5.99
ORD01423,12/22/2023,CUST0150,A4 Printer Paper (Ream),Office Supplies,East,1,12.99,0,6.19
ORD01462,12/22/2023,CUST0196,Ergonomic Office Chair,Furniture,North,2,359.98,0.1,83.98
ORD01851,12/22/2023,CUST0196,Dual Monitor Arm,Technology,North,3,256.47,0.05,100.47
ORD02595,12/22/2023,CUST0170,Ballpoint Pens (Pack of 12),Office Supplies,South,5,44.95,0,28.95
ORD02838,12/22/2023,CUST0288,USB-C Docking Station,Technology,West,6,899.94,0,329.94
ORD00789,12/23/2023,CUST0010,Noise-Canceling Headset,Technology,East,1,123.49,0.05,45.49
ORD02362,12/23/2023,CUST0304,Portable Power Bank 20000mAh,Electronics,West,4,159.96,0,73.96
ORD02425,12/23/2023,CUST0076,External SSD 1TB,Technology,North,5,599.95,0,224.95
ORD00186,12/24/2023,CUST0351,A4 Printer Paper (Ream),Office Supplies,North,1,12.99,0,6.19
ORD02718,12/24/2023,CUST0061,Portable Power Bank 20000mAh,Electronics,East,4,159.96,0,73.96
ORD02728,12/24/2023,CUST0072,Bookshelf 4-Tier,Furniture,West,4,383.97,0.2,55.97
ORD02726,12/25/2023,CUST0114,Adjustable Footrest,Furniture,North,1,24.49,0.3,6.49
ORD00826,12/26/2023,CUST0037,Laptop Stand,Technology,East,1,37.99,0.05,15.99
ORD01095,12/26/2023,CUST0022,Wireless Charging Pad,Electronics,North,3,85.47,0.05,41.97
ORD02683,12/26/2023,CUST0109,Adjustable Footrest,Furniture,North,3,99.72,0.05,45.72
ORD02990,12/26/2023,CUST0238,Surge Protector Power Strip,Electronics,South,1,20.79,0.2,8.29
ORD01456,12/27/2023,CUST0329,USB-C Docking Station,Technology,North,2,299.98,0,109.98
ORD00228,12/28/2023,CUST0079,Document Folder Set,Office Supplies,West,1,15.29,0.1,8.29
ORD01469,12/28/2023,CUST0049,Spiral Notebooks (3-Pack),Office Supplies,West,6,85.44,0.05,50.64
ORD01602,12/28/2023,CUST0123,Permanent Sticky Notes,Office Supplies,North,2,9.79,0.3,5.39
ORD02230,12/28/2023,CUST0178,Permanent Sticky Notes,Office Supplies,East,4,27.96,0,19.16
ORD02345,12/28/2023,CUST0149,External SSD 1TB,Technology,East,1,113.99,0.05,38.99
ORD00327,12/29/2023,CUST0067,Filing Cabinet,Furniture,South,1,143.99,0.1,31.99
ORD01656,12/30/2023,CUST0053,Whiteboard Markers,Office Supplies,West,3,34.47,0,20.97
ORD02254,12/30/2023,CUST0113,Spiral Notebooks (3-Pack),Office Supplies,North,3,38.22,0.15,20.82
ORD00701,12/31/2023,CUST0033,Surge Protector Power Strip,Electronics,North,4,103.96,0,53.96
ORD02862,12/31/2023,CUST0194,HDMI Cable 4K (6ft),Electronics,North,1,11.99,0.2,7.19
ORD00219,1/1/2024,CUST0241,Adjustable Footrest,Furniture,East,1,33.24,0.05,15.24
ORD00913,1/1/2024,CUST0014,USB-C Docking Station,Technology,East,7,1049.93,0,384.93
ORD01369,1/1/2024,CUST0220,Portable Power Bank 20000mAh,Electronics,North,4,143.96,0.1,57.96
ORD02208,1/1/2024,CUST0221,A4 Printer Paper (Ream),Office Supplies,North,1,11.69,0.1,4.89
ORD00385,1/2/2024,CUST0279,Whiteboard Markers,Office Supplies,North,2,22.98,0,13.98
ORD01125,1/2/2024,CUST0043,Surge Protector Power Strip,Electronics,North,1,25.99,0,13.49
ORD01179,1/2/2024,CUST0017,Spiral Notebooks (3-Pack),Office Supplies,East,2,29.98,0,18.38
ORD01433,1/2/2024,CUST0028,Dual Monitor Arm,Technology,South,4,359.96,0,151.96
ORD00316,1/3/2024,CUST0043,Filing Cabinet,Furniture,South,4,575.96,0.1,127.96
ORD00838,1/3/2024,CUST0049,Ergonomic Office Chair,Furniture,East,7,1399.93,0,433.93
ORD01298,1/3/2024,CUST0300,Heavy-Duty Stapler,Office Supplies,North,1,19.99,0,11.49
ORD00624,1/4/2024,CUST0027,External SSD 1TB,Technology,North,1,119.99,0,44.99
ORD00802,1/4/2024,CUST0272,Noise-Canceling Headset,Technology,East,1,129.99,0,51.99
ORD02580,1/4/2024,CUST0080,Document Folder Set,Office Supplies,North,5,84.95,0,49.95
ORD02633,1/4/2024,CUST0134,Spiral Notebooks (3-Pack),Office Supplies,North,1,13.49,0.1,7.69
ORD00238,1/5/2024,CUST0124,Lumbar Support Cushion,Furniture,West,1,23.99,0.2,9.99
ORD00339,1/5/2024,CUST0007,Dual Monitor Arm,Technology,South,4,359.96,0,151.96
ORD01002,1/5/2024,CUST0328,Bookshelf 4-Tier,Furniture,East,4,479.96,0,151.96
ORD02173,1/5/2024,CUST0070,External SSD 1TB,Technology,East,2,203.98,0.15,53.98
ORD02941,1/5/2024,CUST0012,Heavy-Duty Stapler,Office Supplies,North,1,15.99,0.2,7.49
ORD00007,1/6/2024,CUST0134,Heavy-Duty Stapler,Office Supplies,East,4,55.97,0.3,21.97
ORD01048,1/6/2024,CUST0014,Filing Cabinet,Furniture,West,2,255.98,0.2,31.98
ORD01111,1/6/2024,CUST0109,HD Webcam 1080p,Technology,North,1,59.99,0,27.99
ORD01210,1/6/2024,CUST0158,Spiral Notebooks (3-Pack),Office Supplies,East,1,13.49,0.1,7.69
ORD01388,1/6/2024,CUST0242,Surge Protector Power Strip,Electronics,North,5,97.46,0.25,34.96
ORD01837,1/6/2024,CUST0222,Wireless Charging Pad,Electronics,North,1,29.99,0,15.49
ORD00653,1/7/2024,CUST0218,Whiteboard Markers,Office Supplies,South,1,11.49,0,6.99
ORD02832,10/24/2023,CUST0244,HD Webcam 1080p,Technology,East,2,119.98,0,55.98
ORD00916,1/7/2024,CUST0006,Document Folder Set,Office Supplies,North,1,16.99,0,9.99
ORD01706,1/7/2024,CUST0158,Spiral Notebooks (3-Pack),Office Supplies,West,4,59.96,0,36.76
ORD01921,1/7/2024,CUST0332,A4 Printer Paper (Ream),Office Supplies,South,1,12.34,0.05,5.54
ORD02380,1/7/2024,CUST0127,External SSD 1TB,Technology,South,5,449.96,0.25,74.96
ORD02423,1/7/2024,CUST0316,Filing Cabinet,Furniture,East,4,607.96,0.05,159.96
ORD02571,1/7/2024,CUST0025,HDMI Cable 4K (6ft),Electronics,North,2,29.98,0,20.38
ORD00229,1/8/2024,CUST0107,A4 Printer Paper (Ream),Office Supplies,West,1,11.69,0.1,4.89
ORD00537,1/8/2024,CUST0263,HDMI Cable 4K (6ft),Electronics,South,4,56.96,0.05,37.76
ORD00787,1/8/2024,CUST0065,Spiral Notebooks (3-Pack),Office Supplies,South,5,74.95,0,45.95
ORD01378,1/8/2024,CUST0054,HD Webcam 1080p,Technology,West,1,56.99,0.05,24.99
ORD01380,1/8/2024,CUST0284,Lumbar Support Cushion,Furniture,East,3,89.97,0,47.97
ORD01453,1/8/2024,CUST0064,Desk Organizer Mesh,Furniture,East,4,99.96,0,53.96
ORD02551,1/8/2024,CUST0002,HDMI Cable 4K (6ft),Electronics,North,2,29.98,0,20.38
ORD02586,1/8/2024,CUST0352,Mechanical Keyboard,Technology,North,4,303.96,0.05,119.96
ORD00615,1/10/2024,CUST0149,HDMI Cable 4K (6ft),Electronics,East,2,25.48,0.15,15.88
ORD01804,1/10/2024,CUST0076,Mechanical Keyboard,Technology,North,1,75.99,0.05,29.99
ORD00807,1/11/2024,CUST0002,USB-C Docking Station,Technology,East,1,142.49,0.05,47.49
ORD01930,1/11/2024,CUST0250,HDMI Cable 4K (6ft),Electronics,South,1,11.24,0.25,6.44
ORD02413,1/11/2024,CUST0377,Filing Cabinet,Furniture,West,1,135.99,0.15,23.99
ORD02899,1/11/2024,CUST0159,Adjustable Footrest,Furniture,North,3,83.98,0.2,29.98
ORD00171,1/12/2024,CUST0008,External SSD 1TB,Technology,West,5,419.96,0.3,44.96
ORD00691,1/13/2024,CUST0245,Mechanical Keyboard,Technology,South,1,79.99,0,33.99
ORD01126,1/13/2024,CUST0359,Spiral Notebooks (3-Pack),Office Supplies,East,1,14.24,0.05,8.44
ORD01332,1/13/2024,CUST0012,Filing Cabinet,Furniture,North,1,127.99,0.2,15.99
ORD02374,1/13/2024,CUST0038,Bluetooth Speaker,Electronics,East,4,199.96,0,87.96
ORD02510,1/13/2024,CUST0368,Surge Protector Power Strip,Electronics,South,1,24.69,0.05,12.19
ORD02786,1/13/2024,CUST0132,Surge Protector Power Strip,Electronics,East,1,25.99,0,13.49
ORD00799,1/14/2024,CUST0311,Bluetooth Speaker,Electronics,East,4,199.96,0,87.96
ORD00816,1/14/2024,CUST0253,HD Webcam 1080p,Technology,North,1,56.99,0.05,24.99
ORD00851,1/14/2024,CUST0124,Desk Organizer Mesh,Furniture,North,1,21.24,0.15,9.74
ORD01957,1/14/2024,CUST0129,Ergonomic Office Chair,Furniture,South,2,399.98,0,123.98
ORD02497,1/14/2024,CUST0031,Filing Cabinet,Furniture,West,5,799.95,0,239.95
ORD00875,1/15/2024,CUST0156,Heavy-Duty Stapler,Office Supplies,West,1,15.99,0.2,7.49
ORD01726,1/15/2024,CUST0128,Ballpoint Pens (Pack of 12),Office Supplies,West,1,8.09,0.1,4.89
ORD02745,1/15/2024,CUST0003,External SSD 1TB,Technology,North,2,179.98,0.25,29.98
ORD02818,1/15/2024,CUST0263,HD Webcam 1080p,Technology,West,2,119.98,0,55.98
ORD00208,1/16/2024,CUST0124,Noise-Canceling Headset,Technology,East,1,129.99,0,51.99
ORD01356,1/16/2024,CUST0003,Mechanical Keyboard,Technology,North,4,255.97,0.2,71.97
ORD02094,1/16/2024,CUST0299,Filing Cabinet,Furniture,West,1,159.99,0,47.99
ORD01272,1/17/2024,CUST0128,Permanent Sticky Notes,Office Supplies,East,2,13.98,0,9.58
ORD02794,1/17/2024,CUST0117,Portable Power Bank 20000mAh,Electronics,South,2,79.98,0,36.98
ORD01664,1/18/2024,CUST0144,Filing Cabinet,Furniture,South,8,1023.94,0.2,127.94
ORD01789,1/18/2024,CUST0317,Dual Monitor Arm,Technology,North,1,89.99,0,37.99
ORD02568,1/18/2024,CUST0001,Noise-Canceling Headset,Technology,South,2,233.98,0.1,77.98
ORD02603,1/18/2024,CUST0185,Ergonomic Office Chair,Furniture,South,1,199.99,0,61.99
ORD00975,1/19/2024,CUST0192,Mechanical Keyboard,Technology,South,3,179.98,0.25,41.98
ORD01206,1/19/2024,CUST0099,HDMI Cable 4K (6ft),Electronics,West,2,28.48,0.05,18.88
ORD02055,1/19/2024,CUST0029,Bookshelf 4-Tier,Furniture,West,2,239.98,0,75.98
ORD02213,1/19/2024,CUST0002,Noise-Canceling Headset,Technology,West,1,110.49,0.15,32.49
ORD02781,1/19/2024,CUST0150,Desk Organizer Mesh,Furniture,East,1,21.24,0.15,9.74
ORD00828,1/20/2024,CUST0170,Portable Power Bank 20000mAh,Electronics,West,1,39.99,0,18.49
ORD00863,1/20/2024,CUST0305,Mechanical Keyboard,Technology,East,5,399.95,0,169.95
ORD01619,1/20/2024,CUST0010,Mechanical Keyboard,Technology,East,1,79.99,0,33.99
ORD02493,1/20/2024,CUST0183,HD Webcam 1080p,Technology,West,3,179.97,0,83.97
ORD02628,1/20/2024,CUST0148,Mechanical Keyboard,Technology,South,1,75.99,0.05,29.99
ORD02900,1/20/2024,CUST0027,Standing Desk Converter,Furniture,South,4,999.96,0,299.96
ORD02970,1/20/2024,CUST0340,Ballpoint Pens (Pack of 12),Office Supplies,South,5,44.95,0,28.95
ORD00312,1/22/2024,CUST0179,Document Folder Set,Office Supplies,North,4,64.56,0.05,36.56
ORD00329,1/22/2024,CUST0123,Laptop Stand,Technology,East,1,33.99,0.15,11.99
ORD00352,1/22/2024,CUST0004,HDMI Cable 4K (6ft),Electronics,East,2,23.98,0.2,14.38
ORD00629,1/22/2024,CUST0128,Document Folder Set,Office Supplies,South,4,61.16,0.1,33.16
ORD00681,1/22/2024,CUST0056,Laptop Stand,Technology,East,2,79.98,0,35.98
ORD00988,1/22/2024,CUST0341,Surge Protector Power Strip,Electronics,North,1,24.69,0.05,12.19
ORD01066,1/22/2024,CUST0110,Dual Monitor Arm,Technology,East,1,76.49,0.15,24.49
ORD01998,1/22/2024,CUST0002,Lumbar Support Cushion,Furniture,South,1,29.99,0,15.99
ORD02185,1/23/2024,CUST0172,Whiteboard Markers,Electronics ,East,5,57.45,0,34.95
ORD00301,1/24/2024,CUST0262,Dual Monitor Arm,Technology,North,1,71.99,0.2,19.99
ORD00931,1/24/2024,CUST0076,Whiteboard Markers,Office Supplies,North,9,103.41,0,62.91
ORD02165,1/24/2024,CUST0380,Lumbar Support Cushion,Furniture,South,1,28.49,0.05,14.49
ORD02901,1/24/2024,CUST0038,Adjustable Footrest,Furniture,East,3,89.22,0.15,35.22
ORD01240,1/25/2024,CUST0134,Laptop Stand,Technology,East,1,39.99,0,17.99
ORD01782,1/25/2024,CUST0250,Lumbar Support Cushion,Furniture,North,2,59.98,0,31.98
ORD02409,1/25/2024,CUST0050,Spiral Notebooks (3-Pack),Office Supplies,North,3,40.47,0.1,23.07
ORD00308,1/26/2024,CUST0240,Filing Cabinet,Furniture,South,1,159.99,0,47.99
ORD00611,1/26/2024,CUST0053,Wireless Laser Presenter,Electronics,East,2,45.98,0,26.98
ORD00644,1/26/2024,CUST0019,Wireless Laser Presenter,Electronics,North,4,91.96,0,53.96
ORD01203,1/26/2024,CUST0077,Dual Monitor Arm,Technology,East,1,80.99,0.1,28.99
ORD01402,1/26/2024,CUST0037,Spiral Notebooks (3-Pack),Office Supplies,South,1,13.49,0.1,7.69
ORD02488,1/26/2024,CUST0304,Laptop Stand,Technology,North,1,35.99,0.1,13.99
ORD00298,1/27/2024,CUST0084,HDMI Cable 4K (6ft),Electronics,South,3,40.47,0.1,26.07
ORD00993,1/27/2024,CUST0010,Portable Power Bank 20000mAh,Electronics,North,4,143.96,0.1,57.96
ORD02091,1/27/2024,CUST0061,Bookshelf 4-Tier,Furniture,East,4,479.96,0,151.96
ORD02064,1/28/2024,CUST0021,A4 Printer Paper (Ream),Office Supplies,North,3,27.28,0.3,6.88
ORD01336,1/29/2024,CUST0001,Wireless Laser Presenter,Electronics,West,1,19.54,0.15,10.04
ORD00057,1/30/2024,CUST0310,Laptop Stand,Technology,East,1,31.99,0.2,9.99
ORD01435,1/30/2024,CUST0037,External SSD 1TB,Technology,North,1,107.99,0.1,32.99
ORD01451,1/30/2024,CUST0018,External SSD 1TB,Technology,West,4,455.96,0.05,155.96
ORD01799,1/30/2024,CUST0159,A4 Printer Paper (Ream),Office Supplies,North,3,33.12,0.15,12.72
ORD01877,1/30/2024,CUST0018,Bluetooth Speaker,Electronics,West,3,149.97,0,65.97
ORD02557,1/30/2024,CUST0145,Heavy-Duty Stapler,Office Supplies,East,4,71.96,0.1,37.96
ORD02768,1/30/2024,CUST0066,Spiral Notebooks (3-Pack),Office Supplies,North,2,26.98,0.1,15.38
ORD01163,1/31/2024,CUST0037,HD Webcam 1080p,Technology,East,2,119.98,0,55.98
ORD01911,1/31/2024,CUST0130,HD Webcam 1080p,Technology,East,4,215.96,0.1,87.96
ORD02509,1/31/2024,CUST0289,Whiteboard Markers,Office Supplies,East,8,82.73,0.1,46.73
ORD01528,2/1/2024,CUST0228,Whiteboard Markers,Office Supplies,East,2,22.98,0,13.98
ORD01677,2/1/2024,CUST0180,Bookshelf 4-Tier,Furniture,West,2,239.98,0,75.98
ORD01142,2/2/2024,CUST0220,Permanent Sticky Notes,Office Supplies,South,2,13.98,0,9.58
ORD02154,2/2/2024,CUST0252,Ballpoint Pens (Pack of 12),Office Supplies,East,6,48.55,0.1,29.35
ORD00771,2/3/2024,CUST0018,Noise-Canceling Headset,Technology,East,3,389.97,0,155.97
ORD01278,2/3/2024,CUST0017,Wireless Laser Presenter,Electronics,West,2,43.68,0.05,24.68
ORD02147,2/3/2024,CUST0127,Desk Organizer Mesh,Furniture,East,1,24.99,0,13.49
ORD02186,2/3/2024,CUST0054,Wireless Laser Presenter,Electronics,North,2,45.98,0,26.98
ORD02259,2/3/2024,CUST0006,HDMI Cable 4K (6ft),Electronics,West,3,42.72,0.05,28.32
ORD01503,2/4/2024,CUST0107,External SSD 1TB,Technology,South,3,359.97,0,134.97
ORD01519,2/4/2024,CUST0194,Noise-Canceling Headset,Technology,North,1,123.49,0.05,45.49
ORD01784,2/4/2024,CUST0295,Dual Monitor Arm,Technology,East,5,449.95,0,189.95
ORD02247,2/4/2024,CUST0013,Wireless Charging Pad,Electronics,East,5,149.95,0,77.45
ORD02544,2/4/2024,CUST0075,Laptop Stand,Technology,West,2,79.98,0,35.98
ORD00576,2/5/2024,CUST0246,Wireless Charging Pad,Electronics,West,1,26.99,0.1,12.49
ORD00884,2/5/2024,CUST0309,Ergonomic Office Chair,Furniture,North,1,179.99,0.1,41.99
ORD01894,2/5/2024,CUST0062,Portable Power Bank 20000mAh,Electronics,North,1,39.99,0,18.49
ORD02932,2/5/2024,CUST0306,Standing Desk Converter,Furniture,North,2,499.98,0,149.98
ORD02974,2/5/2024,CUST0011,Permanent Sticky Notes,Office Supplies,West,2,12.58,0.1,8.18
ORD02643,2/6/2024,CUST0014,Document Folder Set,Office Supplies,West,6,101.94,0,59.94
ORD00723,2/7/2024,CUST0216,HD Webcam 1080p,Technology,South,3,179.97,0,83.97
ORD00744,2/7/2024,CUST0072,Standing Desk Converter,Furniture,South,5,999.96,0.2,124.96
ORD01411,2/7/2024,CUST0265,Portable Power Bank 20000mAh,Electronics,South,6,239.94,0,110.94
ORD01461,2/7/2024,CUST0007,Spiral Notebooks (3-Pack),Office Supplies,South,1,12.74,0.15,6.94
ORD01489,2/7/2024,CUST0010,Whiteboard Markers,Office Supplies,West,5,54.58,0.05,32.08
ORD02046,2/7/2024,CUST0036,Ballpoint Pens (Pack of 12),Office Supplies,South,2,17.98,0,11.58
ORD02389,2/7/2024,CUST0038,Portable Power Bank 20000mAh,Electronics,South,5,189.95,0.05,82.45
ORD02645,2/7/2024,CUST0088,Heavy-Duty Stapler,Office Supplies,South,3,47.98,0.2,22.48
ORD02661,2/7/2024,CUST0064,Document Folder Set,Office Supplies,East,7,118.93,0,69.93
ORD00578,2/8/2024,CUST0117,Wireless Charging Pad,Electronics,North,3,80.97,0.1,37.47
ORD00639,2/8/2024,CUST0285,Whiteboard Markers,Office Supplies,West,3,32.75,0.05,19.25
ORD01923,2/8/2024,CUST0322,Noise-Canceling Headset,Technology,West,1,116.99,0.1,38.99
ORD00179,2/9/2024,CUST0369,External SSD 1TB,Technology,South,1,119.99,0,44.99
ORD00999,2/9/2024,CUST0178,Mechanical Keyboard,Technology,North,1,79.99,0,33.99
ORD01069,2/9/2024,CUST0293,Spiral Notebooks (3-Pack),Office Supplies,South,2,22.48,0.25,10.88
ORD02042,2/9/2024,CUST0002,Ballpoint Pens (Pack of 12),Office Supplies,South,3,21.58,0.2,11.98
ORD02143,2/9/2024,CUST0033,Heavy-Duty Stapler,Office Supplies,North,4,79.96,0,45.96
ORD02472,2/9/2024,CUST0095,Portable Power Bank 20000mAh,Electronics,South,2,79.98,0,36.98
ORD02618,2/9/2024,CUST0003,Surge Protector Power Strip,Electronics,South,4,103.96,0,53.96
ORD00429,2/10/2024,CUST0108,Ballpoint Pens (Pack of 12),Office Supplies,West,1,6.74,0.25,3.54
ORD00677,2/10/2024,CUST0242,Laptop Stand,Technology,East,3,107.97,0.1,41.97
ORD01976,2/10/2024,CUST0190,Heavy-Duty Stapler,Office Supplies,West,2,39.98,0,22.98
ORD00280,2/11/2024,CUST0241,HD Webcam 1080p,Technology,West,6,287.95,0.2,95.95
ORD01385,2/11/2024,CUST0230,Dual Monitor Arm,Technology,North,1,80.99,0.1,28.99
ORD02700,2/11/2024,CUST0184,Ergonomic Office Chair,Furniture,West,1,179.99,0.1,41.99
ORD02834,2/11/2024,CUST0068,Heavy-Duty Stapler,Office Supplies,North,2,39.98,0,22.98
ORD00333,2/12/2024,CUST0330,Desk Organizer Mesh,Furniture,North,4,99.96,0,53.96
ORD01154,2/12/2024,CUST0025,A4 Printer Paper (Ream),Office Supplies,South,2,22.08,0.15,8.48
ORD02132,2/12/2024,CUST0239,HDMI Cable 4K (6ft),Electronics,North,1,11.24,0.25,6.44
ORD02871,2/12/2024,CUST0139,Dual Monitor Arm,Technology,North,4,359.96,0,151.96
ORD02979,2/12/2024,CUST0008,USB-C Docking Station,Technology,East,1,149.99,0,54.99
ORD00024,2/13/2024,CUST0377,Whiteboard Markers,Office Supplies,West,2,22.98,0,13.98
ORD01014,2/13/2024,CUST0006,Surge Protector Power Strip,Electronics,South,2,46.78,0.1,21.78
ORD01482,2/13/2024,CUST0357,Dual Monitor Arm,Technology,West,2,179.98,0,75.98
ORD02341,2/13/2024,CUST0164,Document Folder Set,Office Supplies,North,1,16.99,0,9.99
ORD00702,2/14/2024,CUST0130,Laptop Stand,Technology,East,4,159.96,0,71.96
ORD01301,2/14/2024,CUST0103,HDMI Cable 4K (6ft),Electronics,North,7,89.19,0.15,55.59
ORD02471,2/14/2024,CUST0115,Permanent Sticky Notes,Office Supplies,North,2,9.79,0.3,5.39
ORD00033,2/15/2024,CUST0312,Laptop Stand,Technology,West,1,33.99,0.15,11.99
ORD00621,2/15/2024,CUST0150,Spiral Notebooks (3-Pack),Office Supplies,West,1,12.74,0.15,6.94
